,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
1563,inactive,9592578,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,N#Cc1ncc2nc1OCC(O)C(O)COc1ccc(Cl)cc1NC(=O)N2,,,CHEMBL1201862,,,,CHEMBL1980802,,CHEMBL1980802,,False,http://www.openphacts.org/units/Nanomolar,1585038,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1564,inactive,9592579,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=c1c(NCc2ccc(Cl)cc2Cl)c(Nc2ccc3[nH]ncc3c2)c1=O,,,CHEMBL1201862,,,,CHEMBL1979554,,CHEMBL1979554,,False,http://www.openphacts.org/units/Nanomolar,1584544,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1565,active,9592580,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12,,,CHEMBL1201862,,,,CHEMBL1996817,,CHEMBL1996817,5.20,False,http://www.openphacts.org/units/Nanomolar,1584384,=,7,True,=,,Ki,nM,,6309.57,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.2
1566,inactive,9592581,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Nc1nonc1-n1nnc(C(=O)NN=Cc2ccncc2)c1-c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1419458,,CHEMBL1419458,,False,http://www.openphacts.org/units/Nanomolar,1585347,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1567,active,9592582,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CCOc1nc(C(=O)NCc2ccc(S(N)(=O)=O)cc2)cc(N)c1C#N,,,CHEMBL1201862,,,,CHEMBL2004355,,CHEMBL2004355,6.20,False,http://www.openphacts.org/units/Nanomolar,1585069,=,7,True,=,,Ki,nM,,630.96,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,6.2
1568,inactive,9592583,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1cc(Nc2ncc3c(n2)-c2ccc(Cl)cc2C(c2c(F)cccc2OC)=NC3)ccc1C(=O)O,,,CHEMBL1201862,,,,CHEMBL483158,ALISERTIB,CHEMBL483158,,False,http://www.openphacts.org/units/Nanomolar,1585514,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1569,inactive,9592584,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CCn1c2cc(Cl)c(F)cc2c(=O)c2c(=O)o[nH]c21,,,CHEMBL1201862,,,,CHEMBL468280,,CHEMBL468280,,False,http://www.openphacts.org/units/Nanomolar,1585429,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1570,inactive,9592585,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1cc(C)c2oc(Nc3ccc(-c4cccc(C(N)=O)c4N)cc3F)nc2c1,,,CHEMBL1201862,,,,CHEMBL1990884,,CHEMBL1990884,,False,http://www.openphacts.org/units/Nanomolar,1585197,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1571,inactive,9592586,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,,,CHEMBL1201862,,,,CHEMBL1990885,,CHEMBL1990885,,False,http://www.openphacts.org/units/Nanomolar,1585552,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1572,inactive,9592587,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCC(O)CC2)n1,,,CHEMBL1201862,,,,CHEMBL256835,,CHEMBL256835,,False,http://www.openphacts.org/units/Nanomolar,1585137,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1573,inactive,9592588,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CN(c1ccccc1CNc1nc(N)nc2[nH]ccc12)S(C)(=O)=O,,,CHEMBL1201862,,,,CHEMBL1970006,,CHEMBL1970006,,False,http://www.openphacts.org/units/Nanomolar,1584524,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1574,inactive,9592589,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(C(F)(F)F)cccc12,,,CHEMBL1201862,,,,CHEMBL1980142,,CHEMBL1980142,,False,http://www.openphacts.org/units/Nanomolar,1584783,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1575,inactive,9592590,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CN(C)CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12,,,CHEMBL1201862,,,,CHEMBL41783,,CHEMBL41783,,False,http://www.openphacts.org/units/Nanomolar,1585267,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1576,inactive,9592591,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Nc1c(-c2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ccc2nccnc12,,,CHEMBL1201862,,,,CHEMBL2004438,,CHEMBL2004438,,False,http://www.openphacts.org/units/Nanomolar,1584253,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1577,inactive,9592592,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1cccc2c1Nc1cc(Nc3ccncc3)ccc1C(=O)N2,,,CHEMBL1201862,,,,CHEMBL2006276,,CHEMBL2006276,,False,http://www.openphacts.org/units/Nanomolar,1584555,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1578,inactive,9592593,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1ccc(-c2ccc(NC(=O)Nc3cccc(Br)c3)cc2)c2c(N)noc12,,,CHEMBL1201862,,,,CHEMBL271381,,CHEMBL271381,,False,http://www.openphacts.org/units/Nanomolar,1584217,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1579,inactive,9592594,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1ccc(C(=O)Nc2c(C#N)sc3ccc(Cl)c(Cl)c23)cc1,,,CHEMBL1201862,,,,CHEMBL2006785,,CHEMBL2006785,,False,http://www.openphacts.org/units/Nanomolar,1584627,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1580,inactive,9592595,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,,,CHEMBL1201862,,,,CHEMBL1982466,,CHEMBL1982466,,False,http://www.openphacts.org/units/Nanomolar,1584172,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1581,inactive,9592596,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=C(O)c1cc2c(-c3ccccc3)cncc2s1,,,CHEMBL1201862,,,,CHEMBL1996390,,CHEMBL1996390,,False,http://www.openphacts.org/units/Nanomolar,1584932,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1582,active,9592597,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,,,CHEMBL1201862,,,,CHEMBL1986943,,CHEMBL1986943,7.30,False,http://www.openphacts.org/units/Nanomolar,1584075,=,7,True,=,,Ki,nM,,50.12,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,7.3
1583,inactive,9592598,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12,,,CHEMBL1201862,,,,CHEMBL1995832,,CHEMBL1995832,,False,http://www.openphacts.org/units/Nanomolar,1584649,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1584,active,9592599,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1n[nH]c2sc(C(=O)NCCc3ccc(Cl)cc3)cc12,,,CHEMBL1201862,,,,CHEMBL1998414,,CHEMBL1998414,5.20,False,http://www.openphacts.org/units/Nanomolar,1584882,=,7,True,=,,Ki,nM,,6309.57,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.2
1585,inactive,9592600,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Oc1ccc(Nc2[nH]nc(-c3ccc(O)cc3)c2-c2ccc(O)cc2)cc1,,,CHEMBL1201862,,,,CHEMBL1969042,,CHEMBL1969042,,False,http://www.openphacts.org/units/Nanomolar,1585460,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1586,inactive,9592601,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1cc(C=C(C#N)c2nc3cc(C)ccc3[nH]2)c(Br)cc1O,,,CHEMBL1201862,,,,CHEMBL2000345,,CHEMBL2000345,,False,http://www.openphacts.org/units/Nanomolar,1585500,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1587,active,9592602,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1999931,,CHEMBL1999931,8.00,False,http://www.openphacts.org/units/Nanomolar,1584393,=,7,True,=,,Ki,nM,,10.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,8.0
1588,inactive,9592603,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=c1[nH]sc2c1c(=O)c1cc(F)c(NCc3ccccc3)c(F)c1n2C1CC1,,,CHEMBL1201862,,,,CHEMBL1991640,,CHEMBL1991640,,False,http://www.openphacts.org/units/Nanomolar,1585465,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1589,inactive,9592604,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,,,CHEMBL1201862,,,,CHEMBL1375418,,CHEMBL1375418,,False,http://www.openphacts.org/units/Nanomolar,1584806,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1590,active,9592605,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,,,CHEMBL1201862,,,,CHEMBL302449,GO-6976,CHEMBL302449,7.00,False,http://www.openphacts.org/units/Nanomolar,1585414,=,7,True,=,,Ki,nM,,100.0,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,7.0
1591,inactive,9592606,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1[nH]c(C=C2C(=O)Nc3ccccc32)c(C)c1CCC(=O)O,,,CHEMBL1201862,,,,CHEMBL2007064,,CHEMBL2007064,,False,http://www.openphacts.org/units/Nanomolar,1584995,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1592,inactive,9592607,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1981047,,CHEMBL1981047,,False,http://www.openphacts.org/units/Nanomolar,1585490,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1593,active,9592608,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3)cc12,,,CHEMBL1201862,,,,CHEMBL1991063,,CHEMBL1991063,7.40,False,http://www.openphacts.org/units/Nanomolar,1584362,=,7,True,=,,Ki,nM,,39.81,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,7.4
1594,active,9592609,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1cccc(C(CN)NC(=O)c2ccc(-c3ccncc3)cc2)c1,,,CHEMBL1201862,,,,CHEMBL1976240,,CHEMBL1976240,5.80,False,http://www.openphacts.org/units/Nanomolar,1584438,=,7,True,=,,Ki,nM,,1584.89,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.8
1595,inactive,9592610,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1ccc(-c2ccc(NC(=O)Nc3ccc(F)c(C)c3)cc2)c2c(N)noc12,,,CHEMBL1201862,,,,CHEMBL1979093,,CHEMBL1979093,,False,http://www.openphacts.org/units/Nanomolar,1584233,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1596,inactive,9592611,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=c1[nH]c2sccc2c2nc(-c3ccncc3)nn12,,,CHEMBL1201862,,,,CHEMBL1968151,,CHEMBL1968151,,False,http://www.openphacts.org/units/Nanomolar,1584862,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1597,inactive,9592612,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Clc1ccc(CNc2ccc3nnc(-c4ccccc4)n3n2)cc1,,,CHEMBL1201862,,,,CHEMBL1381197,,CHEMBL1381197,,False,http://www.openphacts.org/units/Nanomolar,1584803,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1598,active,9592613,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)n[nH]c3s2)c1,,,CHEMBL1201862,,,,CHEMBL1987009,,CHEMBL1987009,6.30,False,http://www.openphacts.org/units/Nanomolar,1584584,=,7,True,=,,Ki,nM,,501.19,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,6.3
1599,active,9592614,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,,,CHEMBL1201862,,,,CHEMBL2002726,,CHEMBL2002726,6.40,False,http://www.openphacts.org/units/Nanomolar,1584350,=,7,True,=,,Ki,nM,,398.11,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,6.4
1600,inactive,9592615,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12,,,CHEMBL1201862,,,,CHEMBL2003817,,CHEMBL2003817,,False,http://www.openphacts.org/units/Nanomolar,1584772,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1601,inactive,9592616,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=C1Cc2c([nH]c3ccc(Br)cc23)-c2ncccc2N1,,,CHEMBL1201862,,,,CHEMBL336961,AZAKENPAULLONE,CHEMBL336961,,False,http://www.openphacts.org/units/Nanomolar,1585323,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1602,inactive,9592617,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Nc1nnc(-c2cc3c(Oc4ccc(Cl)cc4)cncc3s2)o1,,,CHEMBL1201862,,,,CHEMBL1994830,,CHEMBL1994830,,False,http://www.openphacts.org/units/Nanomolar,1585254,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1603,inactive,9592618,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(Cl)c5o4)cc3)c3c(N)ncnc32)CC1,,,CHEMBL1201862,,,,CHEMBL1987054,,CHEMBL1987054,,False,http://www.openphacts.org/units/Nanomolar,1584667,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1604,inactive,9592619,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Nc1ncc(-c2ccncc2)c2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12,,,CHEMBL1201862,,,,CHEMBL1970083,,CHEMBL1970083,,False,http://www.openphacts.org/units/Nanomolar,1584161,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1605,active,9592620,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,O=C1NCCc2[nH]c(-c3ccnc(-c4cnc5ccccc5c4)c3)cc21,,,CHEMBL1201862,,,,CHEMBL226403,,CHEMBL226403,6.40,False,http://www.openphacts.org/units/Nanomolar,1585142,=,7,True,=,,Ki,nM,,398.11,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,6.4
1606,inactive,9592621,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cc(C)ccc4F)cc3)csc12,,,CHEMBL1201862,,,,CHEMBL2005631,,CHEMBL2005631,,False,http://www.openphacts.org/units/Nanomolar,1584192,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1607,inactive,9592622,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12,,,CHEMBL1201862,,,,CHEMBL1994938,,CHEMBL1994938,,False,http://www.openphacts.org/units/Nanomolar,1584678,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1608,inactive,9592623,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,,,CHEMBL1201862,,,,CHEMBL1825138,,CHEMBL1825138,,False,http://www.openphacts.org/units/Nanomolar,1585129,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1609,active,9592624,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CCCC(=O)Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,,,CHEMBL1201862,,,,CHEMBL1977223,,CHEMBL1977223,7.90,False,http://www.openphacts.org/units/Nanomolar,1584401,=,7,True,=,,Ki,nM,,12.59,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,7.9
1610,inactive,9592625,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO,,,CHEMBL1201862,,,,CHEMBL1236126,,CHEMBL1236126,,False,http://www.openphacts.org/units/Nanomolar,1584963,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1611,inactive,9592626,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,NCCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)c1,,,CHEMBL1201862,,,,CHEMBL1966279,,CHEMBL1966279,,False,http://www.openphacts.org/units/Nanomolar,1584979,<,7,True,>,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
1612,active,9592627,[],CHEMBL1963794,PUBCHEM_BIOASSAY: Navigating the Kinome. (Class of assay: other) Panel member name: MAPK1,F,BAO_0000192,BAO_0000019,assay format,Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1,,,CHEMBL1201862,,,,CHEMBL1997846,,CHEMBL1997846,5.10,False,http://www.openphacts.org/units/Nanomolar,1584086,=,7,True,=,,Ki,nM,,7943.28,CHEMBL4040,Homo sapiens,MAP kinase ERK2,9606,,,pKi,,UO_0000065,,5.1
